Date,AAPL,AMZN,MSFT,SPY
2016-04-18,107.48,635.35,56.46,209.24
2016-04-19,106.91,627.9,56.39,209.9
2016-04-20,107.13,632.99,55.59,210.1
2016-04-21,105.97,631.0,55.78,208.97
2016-04-22,105.68,620.5,51.78,208.97
2016-04-25,105.08,626.2,52.11,208.61
2016-04-26,104.35,616.88,51.44,208.92
2016-04-27,97.82,606.57,50.94,209.35
2016-04-28,94.83,602.0,49.9,207.45
2016-04-29,93.74,659.59,49.87,206.33
2016-05-02,93.64,683.85,50.61,207.97
2016-05-03,95.18,671.32,49.78,206.16
2016-05-04,94.19,670.9,49.87,205.01
2016-05-05,93.24,659.09,49.94,204.97
2016-05-06,92.72,673.95,50.39,205.72
2016-05-09,92.79,679.75,50.07,205.89
2016-05-10,93.42,703.07,51.02,208.45
2016-05-11,92.51,713.23,51.05,206.5
2016-05-12,90.34,717.93,51.51,206.56
2016-05-13,90.52,709.92,51.08,204.76
2016-05-16,93.88,710.66,51.83,206.78
2016-05-17,93.49,695.27,50.51,204.85
2016-05-18,94.56,697.45,50.81,204.91
2016-05-19,94.2,698.52,50.32,204.2
2016-05-20,95.22,702.8,50.62,205.49
2016-05-23,96.43,696.75,50.03,205.21
2016-05-24,97.9,704.2,51.59,207.87
2016-05-25,99.62,708.35,52.12,209.28
2016-05-26,100.41,714.91,51.89,209.34
2016-05-27,100.35,712.24,52.32,210.24
2016-05-30,,,,
2016-05-31,99.86,722.79,53.0,209.84
2016-06-01,98.46,719.44,52.85,210.27
2016-06-02,97.72,728.24,52.48,210.91
2016-06-03,97.92,725.54,51.79,210.28
2016-06-06,98.63,726.73,52.13,211.35
2016-06-07,99.03,723.74,52.1,211.68
2016-06-08,98.94,726.64,52.04,212.37
2016-06-09,99.65,727.65,51.62,212.08
2016-06-10,98.83,717.91,51.48,210.07
2016-06-13,97.34,715.24,50.14,208.45
2016-06-14,97.46,719.3,49.83,208.04
2016-06-15,97.14,714.26,49.69,207.75
2016-06-16,97.55,717.51,50.39,208.37
2016-06-17,95.33,706.39,50.13,206.52
2016-06-20,95.1,714.01,50.07,207.85
2016-06-21,95.91,715.82,51.19,208.44
2016-06-22,95.55,710.6,50.99,208.1
2016-06-23,96.1,722.08,51.91,210.81
2016-06-24,93.4,698.96,49.83,203.13
2016-06-27,92.04,691.36,48.43,199.6
2016-06-28,93.59,707.95,49.44,203.2
2016-06-29,94.4,715.6,50.54,206.66
2016-06-30,95.6,715.62,51.17,209.48
2016-07-01,95.89,725.68,51.16,209.92
2016-07-04,,,,
2016-07-05,94.99,728.1,51.17,208.41
2016-07-06,95.53,737.61,51.38,209.66
2016-07-07,95.94,736.57,51.38,209.53
2016-07-08,96.68,745.81,52.3,212.65
2016-07-11,96.98,753.78,52.59,213.4
2016-07-12,97.42,748.21,53.21,214.95
2016-07-13,96.87,742.63,53.51,214.92
2016-07-14,98.79,741.2,53.74,216.12
2016-07-15,98.78,735.44,53.7,215.83
2016-07-18,99.83,736.07,53.96,216.41
2016-07-19,99.87,739.95,53.09,216.19
2016-07-20,99.96,745.72,55.91,217.08
2016-07-21,99.43,744.43,55.8,216.26
2016-07-22,98.66,744.86,56.57,217.24
2016-07-25,97.34,739.61,56.73,216.65
2016-07-26,96.67,735.59,56.76,216.75
2016-07-27,102.95,736.67,56.19,216.52
2016-07-28,104.34,752.61,56.21,216.77
2016-07-29,104.21,758.81,56.68,217.12
2016-08-01,106.05,767.74,56.58,216.94
2016-08-02,104.48,760.58,56.58,215.55
2016-08-03,105.79,754.64,56.97,216.18
2016-08-04,105.87,760.77,57.39,216.41
2016-08-05,107.48,765.98,57.96,218.18
2016-08-08,108.37,766.56,58.06,218.05
2016-08-09,108.81,768.31,58.2,218.18
2016-08-10,108.0,768.56,58.02,217.64
2016-08-11,107.93,771.24,58.3,218.65
2016-08-12,108.18,772.56,57.94,218.46
2016-08-15,109.48,768.49,58.12,219.09
2016-08-16,109.38,764.04,57.44,217.96
2016-08-17,109.22,764.63,57.56,218.37
2016-08-18,109.08,764.46,57.6,218.86
2016-08-19,109.36,757.31,57.62,218.54
2016-08-22,108.51,759.48,57.67,218.53
2016-08-23,108.85,762.45,57.89,218.97
2016-08-24,108.03,757.25,57.95,217.85
2016-08-25,107.57,759.22,58.17,217.7
2016-08-26,106.94,769.0,58.03,217.29
2016-08-29,106.82,771.29,58.1,218.36
2016-08-30,106.0,767.58,57.89,218.0
2016-08-31,106.1,769.16,57.46,217.38
2016-09-01,106.73,770.62,57.59,217.39
2016-09-02,107.73,772.44,57.67,218.37
2016-09-05,,,,
2016-09-06,107.7,788.87,57.61,219.03
2016-09-07,108.36,784.48,57.66,219.01
2016-09-08,105.52,784.06,57.43,218.51
2016-09-09,103.13,760.14,56.21,213.28
2016-09-12,105.44,771.49,57.05,216.34
2016-09-13,107.95,761.01,56.53,213.23
2016-09-14,111.77,761.09,56.26,213.15
2016-09-15,115.57,769.69,57.19,215.28
2016-09-16,114.92,778.52,57.25,213.37
2016-09-19,113.58,775.1,56.93,213.41
2016-09-20,113.57,780.22,56.81,213.42
2016-09-21,113.55,789.74,57.76,215.82
2016-09-22,114.62,804.7,57.82,217.18
2016-09-23,112.71,805.75,57.43,215.99
2016-09-26,112.88,799.16,56.9,214.24
2016-09-27,113.09,816.11,57.95,215.57
2016-09-28,113.95,828.72,58.03,216.64
2016-09-29,112.18,829.05,57.4,214.68
2016-09-30,113.05,837.31,57.6,216.3
2016-10-03,112.52,836.74,57.42,215.78
2016-10-04,113.0,834.03,57.24,214.68
2016-10-05,113.05,844.36,57.64,215.63
2016-10-06,113.89,841.66,57.74,215.78
2016-10-07,114.06,839.43,57.8,215.04
2016-10-10,116.05,841.71,58.04,216.16
2016-10-11,116.3,831.0,57.19,213.43
2016-10-12,117.34,834.09,57.11,213.71
2016-10-13,116.98,829.28,56.92,213.01
2016-10-14,117.63,822.96,57.42,213.12
2016-10-17,117.55,812.95,57.22,212.38
2016-10-18,117.47,817.65,57.66,213.71
2016-10-19,117.12,817.69,57.53,214.28
2016-10-20,117.06,810.32,57.25,213.88
2016-10-21,116.6,818.99,59.66,213.98
2016-10-24,117.65,838.09,61.0,214.89
2016-10-25,118.25,835.18,60.99,214.17
2016-10-26,115.59,822.59,60.63,213.74
2016-10-27,114.48,818.36,60.1,213.17
2016-10-28,113.72,776.32,59.87,212.54
2016-10-31,113.54,789.82,59.92,212.55
2016-11-01,111.49,785.41,59.8,211.01
2016-11-02,111.59,765.56,59.43,209.74
2016-11-03,109.83,767.03,59.21,208.78
2016-11-04,108.84,755.05,58.71,208.55
2016-11-07,110.41,784.93,60.42,213.15
2016-11-08,111.06,787.75,60.47,214.11
2016-11-09,110.88,771.88,60.17,216.38
2016-11-10,107.79,742.38,58.7,216.92
2016-11-11,108.43,739.01,59.02,216.42
2016-11-14,105.71,719.07,58.12,216.59
2016-11-15,107.11,743.24,58.87,218.28
2016-11-16,109.99,746.49,59.65,217.87
2016-11-17,109.95,756.4,60.64,218.99
2016-11-18,110.06,760.16,60.35,218.5
2016-11-21,111.73,780.0,60.86,220.15
2016-11-22,111.8,785.33,61.12,220.58
2016-11-23,111.23,780.12,60.4,220.7
2016-11-24,,,,
2016-11-25,111.79,780.37,60.53,221.52
2016-11-28,111.57,766.77,60.61,220.48
2016-11-29,111.46,762.52,61.09,220.91
2016-11-30,110.52,750.57,60.26,220.38
2016-12-01,109.49,743.65,59.2,219.57
2016-12-02,109.9,740.34,59.25,219.68
2016-12-05,109.11,759.36,60.22,221.0
2016-12-06,109.95,764.72,59.95,221.7
2016-12-07,111.03,770.42,61.37,224.6
2016-12-08,112.12,767.33,61.01,225.15
2016-12-09,113.95,768.66,61.97,226.51
2016-12-12,113.3,760.12,62.17,226.25
2016-12-13,115.19,774.34,62.98,227.76
2016-12-14,115.19,768.82,62.68,225.88
2016-12-15,115.82,761.0,62.58,226.81
2016-12-16,115.97,757.77,62.3,225.04
2016-12-19,116.64,766.0,63.62,225.53
2016-12-20,116.95,771.22,63.54,226.4
2016-12-21,117.06,770.6,63.54,225.77
2016-12-22,116.29,766.34,63.55,225.38
2016-12-23,116.52,760.59,63.24,225.71
2016-12-26,,,,
2016-12-27,117.26,771.4,63.28,226.27
2016-12-28,116.76,772.13,62.99,224.4
2016-12-29,116.73,765.15,62.9,224.35
2016-12-30,115.82,749.87,62.14,223.53
