Date,AAPL,AMZN,MSFT,SPY
2013-12-03,80.9,384.66,38.31,179.75
2013-12-04,80.71,385.96,38.94,179.73
2013-12-05,81.13,384.49,38.0,178.94
2013-12-06,80.0,386.95,38.36,180.94
2013-12-09,80.92,384.89,38.7,181.4
2013-12-10,80.79,387.78,38.11,180.75
2013-12-11,80.19,382.19,37.61,178.72
2013-12-12,80.08,381.25,37.22,178.13
2013-12-13,79.2,384.24,36.69,178.11
2013-12-16,79.64,388.97,36.88,179.22
2013-12-17,79.28,387.65,36.52,178.65
2013-12-18,78.68,395.96,36.58,181.7
2013-12-19,77.78,395.19,36.25,181.49
2013-12-20,78.43,402.2,36.8,181.56
2013-12-23,81.44,402.92,36.62,182.53
2013-12-24,81.1,399.2,37.08,182.93
2013-12-25,,,,
2013-12-26,80.56,404.39,37.44,183.86
2013-12-27,80.01,398.08,37.29,183.84
2013-12-30,79.22,393.37,37.29,183.82
2013-12-31,80.15,398.79,37.41,184.69
2014-01-01,,,,
2014-01-02,79.02,397.97,37.16,182.92
2014-01-03,77.28,396.44,36.91,182.88
2014-01-06,77.7,393.63,36.13,182.36
2014-01-07,77.15,398.03,36.41,183.48
2014-01-08,77.64,401.92,35.76,183.52
2014-01-09,76.65,401.01,35.53,183.64
2014-01-10,76.13,397.66,36.04,184.14
2014-01-13,76.53,390.98,34.98,181.68
2014-01-14,78.06,397.54,35.78,183.67
2014-01-15,79.62,395.87,36.76,184.66
2014-01-16,79.18,395.8,36.89,184.42
2014-01-17,77.24,399.61,36.38,183.64
2014-01-20,,,,
2014-01-21,78.44,407.05,36.17,184.18
2014-01-22,78.79,404.54,35.93,184.3
2014-01-23,79.45,399.87,36.06,182.79
2014-01-24,78.01,387.6,36.8,178.89
2014-01-27,78.64,386.28,36.03,178.01
2014-01-28,72.36,394.43,36.27,179.07
2014-01-29,71.54,384.2,36.66,177.35
2014-01-30,71.4,403.01,36.86,179.23
2014-01-31,71.51,358.69,37.84,178.18
2014-02-03,71.65,346.15,36.48,174.17
2014-02-04,72.68,347.95,36.35,175.38
2014-02-05,73.23,346.45,35.82,175.17
2014-02-06,73.22,354.59,36.18,177.48
2014-02-07,74.24,361.08,36.56,179.68
2014-02-10,75.57,360.87,36.8,180.01
2014-02-11,76.57,361.79,37.18,181.98
2014-02-12,76.56,349.25,37.47,182.07
2014-02-13,77.78,357.2,37.61,183.01
2014-02-14,77.71,357.35,37.62,184.02
2014-02-17,,,,
2014-02-18,78.0,353.65,37.42,184.24
2014-02-19,76.77,347.38,37.51,183.02
2014-02-20,75.88,349.8,37.75,184.1
2014-02-21,75.04,346.76,37.98,183.89
2014-02-24,75.36,351.78,37.69,184.91
2014-02-25,74.58,358.32,37.54,184.84
2014-02-26,73.91,359.8,37.47,184.85
2014-02-27,75.38,360.13,37.86,185.82
2014-02-28,75.18,362.1,38.31,186.29
2014-03-03,75.39,359.78,37.78,184.98
2014-03-04,75.89,363.9,38.41,187.58
2014-03-05,76.05,372.37,38.11,187.75
2014-03-06,75.82,372.16,38.15,188.18
2014-03-07,75.78,372.06,37.9,188.26
2014-03-10,75.85,370.53,37.82,188.16
2014-03-11,76.58,368.82,38.02,187.23
2014-03-12,76.66,370.64,38.27,187.28
2014-03-13,75.81,371.51,37.89,185.18
2014-03-14,74.96,373.74,37.7,184.66
2014-03-17,75.25,375.04,38.05,186.33
2014-03-18,75.91,378.77,39.55,187.66
2014-03-19,75.89,373.23,39.27,186.66
2014-03-20,75.53,368.97,40.33,187.75
2014-03-21,76.12,360.62,40.16,186.2
2014-03-24,77.03,351.85,40.5,185.43
2014-03-25,77.86,354.71,40.34,186.31
2014-03-26,77.11,343.41,39.79,184.97
2014-03-27,76.78,338.47,39.36,184.58
2014-03-28,76.69,338.29,40.3,185.49
2014-03-31,76.68,336.36,40.99,187.01
2014-04-01,77.38,342.99,41.42,188.25
2014-04-02,77.51,341.96,41.35,188.88
2014-04-03,76.97,333.62,41.01,188.63
2014-04-04,75.97,323.0,39.87,186.4
2014-04-07,74.78,317.76,39.8,184.34
2014-04-08,74.78,327.07,39.82,185.1
2014-04-09,75.76,331.8,40.47,187.09
2014-04-10,74.78,317.11,39.36,183.16
2014-04-11,74.23,311.73,39.21,181.51
2014-04-14,74.53,315.91,39.18,182.94
2014-04-15,73.99,316.08,39.75,184.2
2014-04-16,74.14,323.68,40.4,186.12
2014-04-17,74.99,324.91,40.01,186.39
2014-04-18,,,,
2014-04-21,75.88,330.87,39.94,187.04
2014-04-22,75.96,329.32,39.99,187.89
2014-04-23,74.96,324.58,39.69,187.45
2014-04-24,81.11,337.15,39.86,187.83
2014-04-25,81.71,303.83,39.91,186.29
2014-04-28,84.87,296.58,40.87,186.88
2014-04-29,84.62,300.38,40.51,187.75
2014-04-30,84.3,304.13,40.4,188.31
2014-05-01,84.5,307.89,40.0,188.32
2014-05-02,84.65,308.01,39.69,188.06
2014-05-05,85.85,310.05,39.43,188.42
2014-05-06,84.92,297.38,39.06,186.78
2014-05-07,84.62,292.71,39.42,187.88
2014-05-08,84.0,288.32,39.64,187.68
2014-05-09,83.65,292.24,39.54,187.96
2014-05-12,84.69,302.86,39.97,189.78
2014-05-13,84.82,304.64,40.42,189.96
2014-05-14,84.84,297.62,40.24,189.06
2014-05-15,84.12,295.19,39.6,187.4
2014-05-16,85.36,297.7,39.83,188.05
2014-05-19,86.37,296.76,39.75,188.74
2014-05-20,86.39,301.19,39.68,187.55
2014-05-21,86.62,305.01,40.35,189.13
2014-05-22,86.75,304.91,40.1,189.59
2014-05-23,87.73,312.24,40.12,190.35
2014-05-26,,,,
2014-05-27,89.38,310.82,40.19,191.52
2014-05-28,89.14,310.16,40.01,191.38
2014-05-29,90.77,313.78,40.34,192.37
2014-05-30,90.43,312.55,40.94,192.68
2014-06-02,89.81,308.84,40.79,192.9
2014-06-03,91.08,307.19,40.29,192.8
2014-06-04,92.12,306.78,40.32,193.19
2014-06-05,92.48,323.57,41.21,194.45
2014-06-06,92.22,329.67,41.48,195.38
2014-06-09,93.7,327.5,41.27,195.58
2014-06-10,94.25,332.41,41.11,195.6
2014-06-11,93.86,335.2,40.86,194.92
2014-06-12,92.29,325.91,40.58,193.54
2014-06-13,91.28,326.27,41.23,194.13
2014-06-16,92.2,327.62,41.5,194.29
2014-06-17,92.08,325.62,41.68,194.83
2014-06-18,92.18,334.38,41.65,196.26
2014-06-19,91.86,327.0,41.51,196.48
2014-06-20,90.91,324.2,41.68,195.94
2014-06-23,90.83,327.24,41.99,195.88
2014-06-24,90.28,324.16,41.74,194.7
2014-06-25,90.36,327.44,42.03,195.58
2014-06-26,90.9,325.69,41.72,195.44
2014-06-27,91.98,324.57,42.25,195.82
2014-06-30,92.93,324.78,41.7,195.72
2014-07-01,93.52,332.39,41.87,197.03
2014-07-02,93.48,332.85,41.9,197.23
2014-07-03,94.03,337.49,41.8,198.2
2014-07-04,,,,
2014-07-07,95.97,333.55,41.99,197.51
2014-07-08,95.35,323.81,41.78,196.24
2014-07-09,95.39,329.97,41.67,197.12
2014-07-10,95.04,327.92,41.68,196.34
2014-07-11,95.22,346.2,42.09,196.61
2014-07-14,96.45,355.32,42.14,197.6
2014-07-15,95.32,354.44,42.45,197.23
2014-07-16,94.78,355.9,44.08,197.96
2014-07-17,93.09,352.45,44.53,195.71
2014-07-18,94.43,358.66,44.69,197.71
2014-07-21,93.94,359.76,44.84,197.34
2014-07-22,94.72,360.84,44.83,198.2
2014-07-23,97.19,358.14,44.87,198.64
2014-07-24,97.03,358.61,44.4,198.65
2014-07-25,97.67,324.01,44.5,197.72
2014-07-28,99.02,320.41,43.97,197.8
2014-07-29,98.38,320.0,43.88,196.95
2014-07-30,98.15,322.51,43.58,196.98
2014-07-31,95.6,312.99,43.16,193.09
2014-08-01,96.13,307.06,42.86,192.5
2014-08-04,95.59,313.65,43.37,193.89
2014-08-05,95.12,312.32,43.08,192.01
2014-08-06,94.96,313.89,42.74,192.07
2014-08-07,94.48,311.45,43.23,191.03
2014-08-08,94.74,316.8,43.2,193.24
2014-08-11,95.99,318.33,43.2,193.8
2014-08-12,95.97,319.32,43.52,193.53
2014-08-13,97.24,326.28,44.08,194.84
2014-08-14,97.5,333.21,44.27,195.76
2014-08-15,97.98,333.63,44.79,195.72
2014-08-18,99.16,334.53,45.11,197.36
2014-08-19,100.53,335.13,45.33,198.39
2014-08-20,100.57,335.78,44.95,198.92
2014-08-21,100.58,332.91,45.22,199.5
2014-08-22,101.32,331.59,45.15,199.19
2014-08-25,101.54,334.02,45.17,200.2
2014-08-26,100.89,341.83,45.0,200.33
2014-08-27,102.13,343.18,44.87,200.25
2014-08-28,102.25,340.02,44.88,200.14
2014-08-29,102.5,339.04,45.43,200.71
2014-09-01,,,,
2014-09-02,103.3,342.38,45.09,200.61
2014-09-03,98.94,339.0,44.96,200.5
2014-09-04,98.12,345.95,45.26,200.21
2014-09-05,98.97,346.38,45.91,201.11
2014-09-08,98.36,342.34,46.47,200.59
2014-09-09,97.99,329.75,46.76,199.32
2014-09-10,101.0,331.33,46.84,200.07
2014-09-11,101.43,330.52,47.0,200.3
2014-09-12,101.66,331.19,46.7,199.13
2014-09-15,101.63,323.89,46.24,198.98
2014-09-16,100.86,327.76,46.76,200.48
2014-09-17,101.58,324.0,46.52,200.75
2014-09-18,101.79,325.0,46.68,201.82
2014-09-19,100.96,331.32,47.52,200.7
2014-09-22,101.06,324.5,47.06,199.15
2014-09-23,102.64,323.63,46.56,198.01
2014-09-24,101.75,328.21,47.08,199.56
2014-09-25,97.87,321.93,46.04,196.34
2014-09-26,100.75,323.21,46.41,197.9
2014-09-29,100.11,321.82,46.44,197.54
2014-09-30,100.75,322.44,46.36,197.02
2014-10-01,99.18,317.46,45.9,194.35
2014-10-02,99.9,318.41,45.76,194.38
2014-10-03,99.62,322.74,46.09,196.52
2014-10-06,99.62,322.2,46.09,196.29
2014-10-07,98.75,316.98,45.53,193.26
2014-10-08,100.8,322.7,46.78,196.64
2014-10-09,101.02,315.37,45.85,192.74
2014-10-10,100.73,311.39,44.03,190.54
2014-10-13,99.81,306.45,43.65,187.41
2014-10-14,98.75,308.31,43.73,187.7
2014-10-15,97.54,305.97,43.22,186.43
2014-10-16,96.26,302.86,42.74,186.27
2014-10-17,97.67,303.64,43.63,188.47
2014-10-20,99.76,306.21,44.08,190.3
2014-10-21,102.47,315.33,44.88,194.07
2014-10-22,102.99,312.97,44.38,192.69
2014-10-23,104.83,313.18,45.02,194.93
2014-10-24,105.22,287.06,46.13,196.43
2014-10-27,105.11,289.97,45.91,196.16
2014-10-28,106.74,295.59,46.49,198.41
2014-10-29,107.34,294.12,46.62,198.11
2014-10-30,106.98,299.07,46.05,199.38
2014-10-31,108.0,305.46,46.95,201.66
2014-11-03,109.4,305.72,47.44,201.77
2014-11-04,108.6,302.81,47.57,201.07
2014-11-05,108.86,296.52,47.86,202.34
2014-11-06,108.7,296.64,48.7,203.15
2014-11-07,109.01,299.86,48.68,203.34
2014-11-10,108.83,305.11,48.89,203.98
2014-11-11,109.7,312.01,48.87,204.18
2014-11-12,111.25,311.51,48.78,203.96
2014-11-13,112.82,316.48,49.61,204.19
2014-11-14,114.18,327.82,49.58,204.24
2014-11-17,113.99,323.05,49.46,204.37
2014-11-18,115.47,324.93,48.74,205.55
2014-11-19,114.67,326.54,48.22,205.22
2014-11-20,116.31,330.54,48.7,205.58
2014-11-21,116.47,332.63,47.98,206.68
2014-11-24,118.62,335.64,47.59,207.26
2014-11-25,117.6,335.04,47.47,207.11
2014-11-26,119.0,333.57,47.75,207.64
2014-11-27,,,,
2014-11-28,118.93,338.64,47.81,207.2
2014-12-01,115.07,326.0,48.62,205.76
2014-12-02,114.63,326.31,48.46,207.08
2014-12-03,115.93,316.5,48.08,207.89
2014-12-04,115.49,316.93,48.84,207.66
2014-12-05,115.0,312.63,48.42,208.0
2014-12-08,112.4,306.64,47.7,206.61
2014-12-09,114.12,312.5,47.59,206.47
2014-12-10,111.95,305.84,46.9,203.16
2014-12-11,111.62,307.36,47.17,204.19
2014-12-12,109.73,307.32,46.95,200.89
2014-12-15,108.22,306.07,46.67,199.51
2014-12-16,106.74,295.06,45.16,197.91
2014-12-17,109.41,298.88,45.74,201.79
2014-12-18,112.65,297.73,47.52,206.78
2014-12-19,111.78,299.9,47.66,206.52
2014-12-22,112.94,306.54,47.98,207.47
2014-12-23,112.54,306.28,48.45,207.75
2014-12-24,112.01,303.03,48.14,207.77
2014-12-25,,,,
2014-12-26,113.99,309.09,47.88,208.44
2014-12-29,113.91,312.04,47.45,208.72
2014-12-30,112.52,310.3,47.02,207.6
2014-12-31,110.38,310.35,46.45,205.54
2015-01-01,,,,
2015-01-02,109.33,308.52,46.76,205.43
2015-01-05,106.25,302.19,46.32,201.72
2015-01-06,106.26,295.29,45.65,199.82
2015-01-07,107.75,298.42,46.23,202.31
2015-01-08,111.89,300.46,47.59,205.9
2015-01-09,112.01,296.93,47.19,204.25
2015-01-12,109.25,291.41,46.6,202.65
2015-01-13,110.22,294.74,46.36,202.08
2015-01-14,109.8,293.27,45.96,200.86
2015-01-15,106.82,286.95,45.48,199.02
2015-01-16,105.99,290.74,46.24,201.63
2015-01-19,,,,
2015-01-20,108.72,289.44,46.39,202.06
2015-01-21,109.55,297.25,45.92,203.08
2015-01-22,112.4,310.32,47.13,206.1
2015-01-23,112.98,312.39,47.18,204.97
2015-01-26,113.1,309.66,47.01,205.45
2015-01-27,109.14,306.75,42.66,202.74
2015-01-28,115.31,303.91,41.19,200.14
2015-01-29,118.9,311.78,42.01,201.99
2015-01-30,117.16,354.53,40.4,199.45
2015-02-02,118.63,364.47,41.28,201.92
2015-02-03,118.65,363.55,41.6,204.84
2015-02-04,119.56,364.75,41.84,204.06
2015-02-05,119.94,373.89,42.45,206.12
2015-02-06,118.93,374.28,42.41,205.55
2015-02-09,119.72,370.56,42.36,204.63
2015-02-10,122.02,373.0,42.6,206.81
2015-02-11,124.88,375.14,42.38,206.93
2015-02-12,126.46,377.17,43.09,208.92
2015-02-13,127.08,381.83,43.87,209.78
2015-02-16,,,,
2015-02-17,127.83,375.43,43.58,210.11
2015-02-18,128.72,373.37,43.53,210.13
2015-02-19,128.45,379.0,43.5,209.98
2015-02-20,129.5,383.66,43.86,211.24
2015-02-23,133.0,380.14,44.15,211.21
2015-02-24,132.17,378.59,44.09,211.81
2015-02-25,128.79,385.37,43.99,211.63
2015-02-26,130.42,384.8,44.06,211.38
2015-02-27,128.46,380.16,43.85,210.66
2015-03-02,129.09,385.66,43.88,211.99
2015-03-03,129.36,384.61,43.28,211.12
2015-03-04,128.54,382.72,43.06,210.23
2015-03-05,126.41,387.83,43.11,210.46
2015-03-06,126.6,380.09,42.36,207.5
2015-03-09,127.14,378.56,42.85,208.36
2015-03-10,124.51,369.51,42.03,204.98
2015-03-11,122.24,366.37,41.98,204.5
2015-03-12,124.45,374.24,41.02,207.1
2015-03-13,123.59,370.58,41.38,205.83
2015-03-16,124.95,373.35,41.56,208.58
2015-03-17,127.04,371.92,41.7,207.96
2015-03-18,128.47,375.14,42.5,210.46
2015-03-19,127.5,373.24,42.28,209.5
2015-03-20,125.9,378.49,42.88,210.41
2015-03-23,127.21,375.11,42.86,210.0
2015-03-24,126.69,374.09,42.9,208.82
2015-03-25,123.38,370.96,41.46,205.76
2015-03-26,124.24,367.35,41.21,205.27
2015-03-27,123.25,370.56,40.97,205.74
2015-03-30,126.37,374.59,40.96,208.25
2015-03-31,124.43,372.1,40.66,206.43
2015-04-01,124.25,370.26,40.72,205.7
2015-04-02,125.32,372.25,40.29,206.44
2015-04-03,,,,
2015-04-06,127.35,377.04,41.54,207.83
2015-04-07,126.01,374.41,41.53,207.28
2015-04-08,125.6,381.2,41.42,207.98
2015-04-09,126.56,383.54,41.48,208.9
2015-04-10,127.1,382.65,41.72,210.04
2015-04-13,126.85,382.36,41.76,209.09
2015-04-14,126.3,385.11,41.65,209.49
2015-04-15,126.78,383.45,42.26,210.43
2015-04-16,126.17,386.04,42.16,210.37
2015-04-17,124.75,375.56,41.62,207.95
2015-04-20,127.6,389.51,42.9,209.85
2015-04-21,126.91,391.18,42.64,209.6
2015-04-22,128.62,389.8,42.98,210.63
2015-04-23,129.67,389.99,43.34,211.16
2015-04-24,130.28,445.1,47.87,211.65
2015-04-27,132.65,438.56,48.03,210.77
2015-04-28,130.56,429.31,49.16,211.44
2015-04-29,128.64,429.37,49.06,210.57
2015-04-30,125.15,421.78,48.64,208.46
2015-05-01,128.95,422.87,48.66,210.72
2015-05-04,128.7,423.04,48.24,211.32
2015-05-05,125.8,421.19,47.6,208.9
2015-05-06,125.01,419.1,46.28,208.04
2015-05-07,125.26,426.88,46.7,208.87
2015-05-08,127.62,433.69,47.75,211.62
2015-05-11,126.32,432.85,47.37,210.6
2015-05-12,125.86,431.02,47.35,209.98
2015-05-13,126.01,426.87,47.62,210.02
2015-05-14,128.95,432.28,48.72,212.21
2015-05-15,128.77,426.0,48.3,212.44
2015-05-18,130.19,425.24,48.01,213.1
2015-05-19,130.07,421.71,47.58,213.03
2015-05-20,130.06,423.86,47.58,212.88
2015-05-21,131.39,431.63,47.42,213.5
2015-05-22,132.54,427.63,46.9,212.99
2015-05-25,,,,
2015-05-26,129.62,425.47,46.59,210.7
2015-05-27,132.04,431.42,47.61,212.7
2015-05-28,131.78,426.57,47.45,212.46
2015-05-29,130.28,429.23,46.86,211.14
2015-06-01,130.54,430.92,47.23,211.57
2015-06-02,129.96,430.99,46.92,211.36
2015-06-03,130.12,436.59,46.85,211.92
2015-06-04,129.36,430.78,46.36,210.13
2015-06-05,128.65,426.95,46.14,209.77
2015-06-08,127.8,423.5,45.73,208.48
2015-06-09,127.42,425.48,45.65,208.45
2015-06-10,128.88,430.77,46.61,210.95
2015-06-11,128.59,432.97,46.44,211.63
2015-06-12,127.17,429.92,45.97,210.01
2015-06-15,126.92,423.67,45.48,209.11
2015-06-16,127.6,427.26,45.83,210.25
2015-06-17,127.3,427.81,45.97,210.59
2015-06-18,127.88,439.39,46.72,212.78
2015-06-19,126.6,434.92,46.1,210.81
2015-06-22,127.61,436.29,46.23,211.89
2015-06-23,127.03,445.99,45.91,212.04
2015-06-24,128.11,440.84,45.64,210.5
2015-06-25,127.5,440.1,45.65,209.86
2015-06-26,126.75,438.1,45.26,209.82
2015-06-29,124.53,429.86,44.37,205.42
2015-06-30,125.42,434.09,44.15,205.85
2015-07-01,126.6,437.39,44.44,207.5
2015-07-02,126.44,437.71,44.4,207.31
2015-07-03,,,,
2015-07-06,126.0,436.04,44.39,206.72
2015-07-07,125.69,436.72,44.3,208.02
2015-07-08,122.57,429.7,44.24,204.53
2015-07-09,120.07,434.39,44.52,204.9
2015-07-10,123.28,443.51,44.61,207.48
2015-07-13,125.66,455.57,45.54,209.77
2015-07-14,125.61,465.57,45.62,210.68
2015-07-15,126.82,461.19,45.76,210.61
2015-07-16,128.51,475.48,46.66,212.3
2015-07-17,129.62,483.01,46.62,212.48
2015-07-20,132.07,488.1,46.92,212.59
2015-07-21,130.75,488.0,47.28,211.75
2015-07-22,125.22,488.27,45.54,211.37
2015-07-23,125.16,482.18,46.11,210.18
2015-07-24,124.5,529.42,45.94,208.0
2015-07-27,122.77,531.41,45.35,206.79
2015-07-28,123.38,526.03,45.34,209.33
2015-07-29,122.99,529.0,46.29,210.77
2015-07-30,122.37,536.76,46.88,210.82
2015-07-31,121.3,536.15,46.7,210.5
2015-08-03,118.44,535.03,46.81,209.79
2015-08-04,114.64,531.9,47.54,209.38
2015-08-05,115.4,537.01,47.58,210.07
2015-08-06,115.13,529.46,46.62,208.35
2015-08-07,115.52,522.62,46.74,207.95
2015-08-10,119.72,524.0,47.33,210.57
2015-08-11,113.49,527.46,46.41,208.67
2015-08-12,115.24,525.91,46.74,208.92
2015-08-13,115.15,529.66,46.73,208.66
2015-08-14,115.96,531.52,47.0,209.42
2015-08-17,117.16,535.22,47.32,210.59
2015-08-18,116.5,535.02,47.27,209.98
2015-08-19,115.01,532.92,46.61,208.32
2015-08-20,112.65,515.78,45.66,204.01
2015-08-21,105.76,494.47,43.07,197.63
2015-08-24,103.12,463.37,41.68,189.55
2015-08-25,103.74,466.37,40.47,187.23
2015-08-26,109.69,500.77,42.71,194.68
2015-08-27,112.92,518.37,43.9,199.16
2015-08-28,113.29,518.01,43.93,199.24
2015-08-31,112.76,512.89,43.52,197.54
2015-09-01,107.72,496.54,41.82,191.92
2015-09-02,112.34,510.55,43.36,195.36
2015-09-03,110.37,504.72,43.5,195.65
2015-09-04,109.27,499.0,42.61,192.56
2015-09-07,,,,
2015-09-08,112.31,517.54,43.89,197.46
2015-09-09,110.15,516.89,43.07,194.79
2015-09-10,112.57,522.24,43.29,195.85
2015-09-11,114.21,529.44,43.48,196.81
2015-09-14,115.31,521.38,43.04,196.01
2015-09-15,116.28,522.37,43.98,198.46
2015-09-16,116.41,527.39,44.3,200.18
2015-09-17,113.92,538.87,44.25,199.73
2015-09-18,113.45,540.26,43.48,195.36
2015-09-21,115.21,548.39,44.11,196.46
2015-09-22,113.4,538.4,43.9,193.9
2015-09-23,114.32,536.07,43.87,193.6
2015-09-24,115.0,533.75,43.91,192.93
2015-09-25,114.71,524.25,43.94,192.86
2015-09-28,112.44,504.06,43.29,188.01
2015-09-29,109.06,496.07,43.44,188.12
2015-09-30,110.3,511.89,44.26,191.63
2015-10-01,109.58,520.72,44.61,192.16
2015-10-02,110.38,532.54,45.57,195.0
2015-10-05,110.78,543.68,46.63,198.47
2015-10-06,111.31,537.48,46.75,197.81
2015-10-07,110.78,541.94,46.8,199.41
2015-10-08,109.5,533.16,47.45,201.21
2015-10-09,112.12,539.8,47.11,201.33
2015-10-12,111.6,550.19,47.0,201.52
2015-10-13,111.79,548.9,46.89,200.25
2015-10-14,110.21,544.83,46.68,199.29
2015-10-15,111.86,562.44,47.01,202.29
2015-10-16,111.04,570.76,47.51,203.27
2015-10-19,111.73,573.15,47.62,203.32
2015-10-20,113.77,560.88,47.77,203.11
2015-10-21,113.76,555.77,47.2,201.85
2015-10-22,115.5,563.91,48.03,205.26
2015-10-23,119.08,599.03,52.87,207.51
2015-10-26,115.28,608.61,54.25,206.99
2015-10-27,114.55,611.01,53.69,206.57
2015-10-28,119.27,617.1,53.98,208.94
2015-10-29,120.53,626.55,53.36,208.83
2015-10-30,119.5,625.9,52.64,207.93
2015-11-02,121.18,628.35,53.24,210.33
2015-11-03,122.57,625.31,54.15,211.0
2015-11-04,122.0,640.95,54.4,210.36
2015-11-05,120.92,655.65,54.38,210.15
2015-11-06,121.06,659.37,54.92,210.04
2015-11-09,120.57,655.49,54.16,208.08
2015-11-10,116.77,659.68,53.51,208.56
2015-11-11,116.11,673.25,53.65,207.67
2015-11-12,115.72,665.6,53.32,204.84
2015-11-13,112.34,642.35,52.84,202.54
2015-11-16,114.18,647.81,53.76,205.62
2015-11-17,113.69,643.3,52.97,205.47
2015-11-18,117.29,663.54,53.85,208.73
2015-11-19,118.78,661.27,53.94,208.55
2015-11-20,119.3,668.45,54.19,209.31
2015-11-23,117.75,678.99,54.19,209.07
2015-11-24,118.88,671.15,54.25,209.35
2015-11-25,118.03,675.34,53.69,209.32
2015-11-26,,,,
2015-11-27,117.81,673.26,53.93,209.56
2015-11-30,118.3,664.8,54.35,208.69
2015-12-01,117.34,679.06,55.22,210.68
2015-12-02,116.28,676.01,55.21,208.53
2015-12-03,115.2,666.25,54.2,205.61
2015-12-04,119.03,672.64,55.91,209.62
2015-12-07,118.28,669.83,55.81,208.35
2015-12-08,118.23,677.33,55.79,206.95
2015-12-09,115.62,664.79,54.98,205.34
2015-12-10,116.17,662.32,55.27,205.87
2015-12-11,113.18,640.15,54.06,201.88
2015-12-14,112.48,657.91,55.14,202.9
2015-12-15,110.49,658.64,55.2,205.03
2015-12-16,111.34,675.77,56.13,208.03
2015-12-17,108.98,670.65,55.7,204.86
2015-12-18,106.03,664.14,54.13,200.02
2015-12-21,107.33,664.51,54.83,201.67
2015-12-22,107.23,663.15,55.35,203.5
2015-12-23,108.61,663.7,55.82,206.02
2015-12-24,108.03,662.79,55.67,205.68
2015-12-25,,,,
2015-12-28,106.82,675.2,55.95,205.21
2015-12-29,108.74,693.97,56.55,207.4
2015-12-30,107.32,689.07,56.31,205.93
2015-12-31,105.26,675.89,55.48,203.87
2016-01-01,,,,
2016-01-04,105.35,636.99,54.8,201.02
2016-01-05,102.71,633.79,55.05,201.36
2016-01-06,100.7,632.65,54.05,198.82
2016-01-07,96.45,607.94,52.17,194.05
2016-01-08,96.96,607.05,52.33,191.92
2016-01-11,98.53,617.74,52.3,192.11
2016-01-12,99.96,617.89,52.78,193.66
2016-01-13,97.39,581.81,51.64,188.83
2016-01-14,99.52,593.0,53.11,191.93
2016-01-15,97.13,570.18,50.99,187.81
2016-01-18,,,,
2016-01-19,96.66,574.48,50.56,188.06
2016-01-20,96.79,571.77,50.79,185.65
2016-01-21,96.3,575.02,50.48,186.69
2016-01-22,101.42,596.38,52.29,190.52
2016-01-25,99.44,596.53,51.79,187.64
2016-01-26,99.99,601.25,52.17,190.2
2016-01-27,93.42,583.35,51.22,188.13
2016-01-28,94.09,635.35,52.06,189.11
2016-01-29,97.34,587.0,55.09,193.72
2016-02-01,96.43,574.81,54.71,193.65
2016-02-02,94.48,552.1,53.0,190.16
2016-02-03,96.35,531.07,52.16,191.3
2016-02-04,96.6,536.26,52.0,191.6
2016-02-05,94.02,502.13,50.16,187.95
2016-02-08,95.01,488.1,49.41,185.42
2016-02-09,94.99,482.07,49.28,185.43
2016-02-10,94.27,490.48,49.71,185.27
2016-02-11,93.7,503.82,49.69,182.86
2016-02-12,93.99,507.08,50.5,186.63
2016-02-15,,,,
2016-02-16,96.64,521.1,51.09,189.78
2016-02-17,98.12,534.1,52.42,192.88
2016-02-18,96.26,525.0,52.19,192.09
2016-02-19,96.04,534.9,51.82,192.0
2016-02-22,96.88,559.5,52.65,194.78
2016-02-23,94.69,552.94,51.18,192.32
2016-02-24,96.1,554.04,51.36,193.2
2016-02-25,96.76,555.15,52.1,195.54
2016-02-26,96.91,555.23,51.3,195.09
2016-02-29,96.69,552.52,50.88,193.35
2016-03-01,100.53,579.04,52.58,198.11
2016-03-02,100.75,580.21,52.95,199.0
2016-03-03,101.5,577.49,52.35,199.78
2016-03-04,103.01,575.14,52.03,200.43
2016-03-07,101.87,562.8,51.03,200.59
2016-03-08,101.03,560.26,51.65,198.4
2016-03-09,101.12,559.47,52.84,199.38
2016-03-10,101.17,558.93,52.05,199.54
2016-03-11,102.26,569.61,53.07,202.76
2016-03-14,102.52,573.37,53.17,202.5
2016-03-15,104.58,577.02,53.59,202.17
2016-03-16,105.97,574.27,54.35,203.34
2016-03-17,105.8,559.44,54.66,204.63
2016-03-18,105.92,552.08,53.49,204.38
2016-03-21,105.91,553.98,53.86,204.67
2016-03-22,106.72,560.48,54.07,204.56
2016-03-23,106.13,569.63,53.97,203.21
2016-03-24,105.67,582.95,54.21,203.12
2016-03-25,,,,
2016-03-28,105.19,579.87,53.54,203.24
2016-03-29,107.68,593.86,54.71,205.12
2016-03-30,109.56,598.69,55.05,206.02
2016-03-31,108.99,593.64,55.23,205.52
2016-04-01,109.99,598.5,55.57,206.92
2016-04-04,111.12,593.19,55.43,206.25
2016-04-05,109.81,586.14,54.56,204.19
2016-04-06,110.96,602.08,55.12,206.42
2016-04-07,108.54,591.43,54.46,203.95
2016-04-08,108.66,594.6,54.42,204.5
2016-04-11,109.02,595.93,54.31,204.02
2016-04-12,110.44,603.17,54.65,205.92
2016-04-13,112.04,614.82,55.35,208.0
2016-04-14,112.1,620.75,55.36,208.01
2016-04-15,109.85,625.89,55.65,207.78
